category,city,fax,added,last_checked,name,phone,country,address2,location_geocells,coord,id,last_refreshed,state,image_url,__scatter__,key,address,postal_code,brand,location
4,Santiago,(56)(2) 770 0001,2010-08-20T20:57:05,2011-02-19T16:43:18,W Santiago,(56)(2) 770 0000,Chile,Las Condes,"[u'3', u'32', u'325', u'3251', u'32517', u'32517a', u'32517ac', u'32517acd', u'32517acd7', u'32517acd74', u'32517acd74f', u'32517acd74f7', u'32517acd74f75']",,1979,2010-08-19T11:56:27,,http://www.starwoodhotels.com/pub/media/1979/who1979ex.86674_tn.jpg,,101040,Isidora Goyenechea 3000,,whotels,"-33.41409,-70.59849"
2,East Hartford,(860) 289-4728,2010-08-20T08:41:02,2011-02-03T19:08:20,Sheraton Hartford Hotel,(860) 528-9703,United States,,"[u'9', u'9a', u'9ad', u'9ada', u'9ada3', u'9ada39', u'9ada393', u'9ada3938', u'9ada3938b', u'9ada3938bd', u'9ada3938bdb', u'9ada3938bdbc', u'9ada3938bdbca']",,1272,2010-08-18T23:48:57,Connecticut,http://www.starwoodhotels.com/pub/media/1272/she1272ex.83765_tn.jpg,,101041,100 East River Drive,06108,sheraton,"41.7670902,-72.6610387"
2,Linthicum,(410) 691-9069,2010-08-20T08:43:02,2011-02-03T20:08:20,Aloft Baltimore Washington International Airport,(410) 691-6969,United States,,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b9', u'9a6b9f', u'9a6b9fe', u'9a6b9fe8', u'9a6b9fe8c', u'9a6b9fe8ce', u'9a6b9fe8ced', u'9a6b9fe8cedc', u'9a6b9fe8cedca']",,3047,2010-08-18T23:50:57,Maryland,http://www.starwoodhotels.com/pub/media/3047/alf3047ex.88509_tn.jpg,,101042,1741 West Nursery Road,21090,alofthotels,"39.1957314,-76.6808343"
3,Virginia Beach,(757) 428-5352,2010-08-20T04:48:29,2011-01-29T20:07:27,Sheraton Virginia Beach Oceanfront Hotel,(757) 425-9000,United States,,"[u'9', u'9a', u'9a6', u'9a61', u'9a617', u'9a617d', u'9a617de', u'9a617de2', u'9a617de29', u'9a617de29f', u'9a617de29f0', u'9a617de29f0a', u'9a617de29f0aa']",,814,2010-08-18T19:56:23,Virginia,http://www.starwoodhotels.com/pub/media/814/she814po.42767_tn.jpg,,101043,3501 Atlantic Avenue,23451,sheraton,"36.863808,-75.979042"
5,San Francisco,(415) 817-7823,2010-08-20T08:45:02,2011-02-03T21:08:20,W San Francisco,(415) 777-5300,United States,,"[u'8', u'8e', u'8e6', u'8e62', u'8e62d', u'8e62df', u'8e62dfb', u'8e62dfb3', u'8e62dfb34', u'8e62dfb34c', u'8e62dfb34cd', u'8e62dfb34cd8', u'8e62dfb34cd80']",,1153,2010-08-18T23:52:58,California,http://www.starwoodhotels.com/pub/media/1153/who1153ex.27823_tn.jpg,,101044,181 3rd Street,94103,whotels,"37.785182,-122.400484"
3,Caguas,(787) 653-1700,2010-08-21T00:29:36,2011-02-24T04:44:52,Four Points by Sheraton Caguas Real Hotel & Casino,(787) 653-1111,United States,,"[u'9', u'93', u'938', u'9383', u'9383a', u'9383a8', u'9383a8c', u'9383a8c3', u'9383a8c3e', u'9383a8c3e6', u'9383a8c3e6e', u'9383a8c3e6ec', u'9383a8c3e6eca']",,1548,2010-08-19T15:29:58,Puerto Rico,http://www.starwoodhotels.com/pub/media/1548/na1548ex1_tn.jpg,,101045,500 Alhambra en Granada Boulevard,00726,fourpoints,"18.22047,-66.04066"
3,Lombard,(630) 719-8079,2010-08-20T08:47:02,2011-02-03T22:08:21,The Westin Lombard Yorktown Center,(630) 719-8000,United States,,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8b9', u'9a8b94', u'9a8b944', u'9a8b9446', u'9a8b94467', u'9a8b944678', u'9a8b9446781', u'9a8b94467814', u'9a8b944678148']",,1526,2010-08-18T23:54:58,Illinois,http://www.starwoodhotels.com/pub/media/1526/wes1526ex.53448_tn.jpg,,101046,70 Yorktown Center,60148,westin,"41.839722,-88.007222"
5,Salzburg,(43)(662) 843349,2010-08-20T08:49:02,2011-02-03T23:08:21,"Hotel Goldener Hirsch, Salzburg",(43)(662) 80840,Austria,,"[u'e', u'e0', u'e04', u'e04b', u'e04bb', u'e04bba', u'e04bba9', u'e04bba9e', u'e04bba9e2', u'e04bba9e28', u'e04bba9e28c', u'e04bba9e28c3', u'e04bba9e28c32']",,98,2010-08-18T23:58:49,,http://www.starwoodhotels.com/pub/media/98/lux98ex.49951_tn.jpg,,101047,Getreidegasse 37,5020,luxury,"47.7998979,13.0409689"
3,Dresden,(49)(351) 8051609,2010-08-20T06:36:47,2011-02-01T04:07:53,"The Westin Bellevue, Dresden",(49)(351) 8050,Germany,,"[u'e', u'e0', u'e0c', u'e0c1', u'e0c1d', u'e0c1d2', u'e0c1d2b', u'e0c1d2b3', u'e0c1d2b3a', u'e0c1d2b3a4', u'e0c1d2b3a49', u'e0c1d2b3a49c', u'e0c1d2b3a49ce']",,1106,2010-08-18T21:44:41,,http://www.starwoodhotels.com/pub/media/1106/wes1106ex.92034_tn.jpg,,102045,Grosse Meissner Strasse 15,01097,westin,"51.05839,13.73923"
5,Palma de Mallorca,(34)(971) 787200,2010-08-20T08:51:03,2011-02-04T00:08:21,Sheraton Mallorca Arabella Golf Hotel,(34)(971) 787100,Spain,,"[u'c', u'ca', u'ca8', u'ca81', u'ca817', u'ca8171', u'ca8171b', u'ca8171bd', u'ca8171bd7', u'ca8171bd7d', u'ca8171bd7d5', u'ca8171bd7d57', u'ca8171bd7d57f']",,116,2010-08-19T00:00:51,,http://www.starwoodhotels.com/pub/media/116/lux116ex.42596_tn.jpg,,102046,"Carrer de la Vinagrella, Urbanization Son Vida",07013,sheraton,"39.5902846,2.59277"
3,Orlando,(407) 240-1300,2010-08-21T05:33:26,2011-03-02T12:46:51,Sheraton Suites Orlando Airport,(407) 240-5555,United States,,"[u'9', u'98', u'989', u'9894', u'98942', u'98942e', u'98942ed', u'98942ed4', u'98942ed43', u'98942ed433', u'98942ed433b', u'98942ed433b5', u'98942ed433b55']",,1317,2010-08-19T20:42:51,Florida,http://www.starwoodhotels.com/pub/media/1317/na1317ex9_tn.jpg,,102047,7550 Augusta National Drive,32822,sheraton,"28.455578,-81.307927"
3,Atlanta,(404) 564-3001,2010-08-21T10:52:13,2011-01-24T10:03:52,Sheraton Atlanta Perimeter North Hotel,(404) 564-3000,United States,,"[u'9', u'9a', u'9a1', u'9a10', u'9a100', u'9a100a', u'9a100aa', u'9a100aa6', u'9a100aa6e', u'9a100aa6e1', u'9a100aa6e14', u'9a100aa6e144', u'9a100aa6e144a']",,3089,2010-08-20T02:01:44,Georgia,http://www.starwoodhotels.com/pub/media/3089/she3089ex.61775_tn.jpg,,102048,800 Hammond Drive,30328,sheraton,"33.919612,-84.3607059"
4,Boston,(617) 532-4630,2010-08-20T08:53:03,2011-02-04T01:08:21,The Westin Boston Waterfront,(617) 532-4600,United States,,"[u'9', u'9a', u'9af', u'9af1', u'9af11', u'9af11f', u'9af11fc', u'9af11fc6', u'9af11fc6f', u'9af11fc6f5', u'9af11fc6f56', u'9af11fc6f569', u'9af11fc6f5698']",,1528,2010-08-19T00:03:51,Massachusetts,http://www.starwoodhotels.com/pub/media/1528/wes1528ex.35799_tn.jpg,,102049,425 Summer Street,02210,westin,"42.3461861,-71.0432362"
3,Cambridge,(519) 653-6901,2010-08-20T05:54:40,2011-01-31T06:07:45,"Four Points by Sheraton Cambridge Kitchener, Ontario",(519) 653-2690,Canada,,"[u'9', u'9a', u'9ab', u'9ab6', u'9ab6d', u'9ab6db', u'9ab6db9', u'9ab6db97', u'9ab6db974', u'9ab6db974d', u'9ab6db974d3', u'9ab6db974d36', u'9ab6db974d368']",,3278,2010-08-18T21:02:35,Ontario,http://www.starwoodhotels.com/pub/media/3278/fpt3278ex.86229_tn.jpg,,102050,210 Preston Parkway,N3H 5N1,fourpoints,"43.3991453,-80.3775626"
4,Pointe Aux Piments,(230) 204 3344,2010-08-20T21:45:14,2011-02-20T16:43:41,Le Méridien Ile Maurice,(230) 204 3333,Mauritius,,"[u'6', u'6c', u'6c4', u'6c4a', u'6c4a7', u'6c4a7e', u'6c4a7ee', u'6c4a7ee6', u'6c4a7ee63', u'6c4a7ee634', u'6c4a7ee6346', u'6c4a7ee6346d', u'6c4a7ee6346d4']",,1800,2010-08-19T12:44:32,,http://www.starwoodhotels.com/pub/media/1800/mer1800ag.85261_tn.jpg,,102051,Village Hall Lane,,lemeridien,"-20.0465504,57.5377073"
2,Orlando,(407) 239-1778,2010-08-21T05:25:24,2011-03-02T08:46:48,Sheraton Safari Hotel & Suites Lake Buena Vista,(407) 239-0444,United States,,"[u'9', u'98', u'989', u'9894', u'98942', u'989422', u'989422e', u'989422ee', u'989422ee3', u'989422ee37', u'989422ee37e', u'989422ee37eb', u'989422ee37ebd']",,1162,2010-08-19T20:34:50,Florida,http://www.starwoodhotels.com/pub/media/1162/she1162ex.17232_tn.jpg,,102052,12205 S Apopka Vineland Road,32836,sheraton,"28.386951,-81.504955"
5,Mammoth Lakes,(760) 934-4686,2010-08-20T08:55:03,2011-02-04T02:08:41,"The Westin Monache Resort, Mammoth",(760) 934-0400,United States,PO Box 388,"[u'8', u'8e', u'8e6', u'8e67', u'8e679', u'8e6794', u'8e67948', u'8e67948f', u'8e67948f9', u'8e67948f92', u'8e67948f923', u'8e67948f9231', u'8e67948f9231a']",,1562,2010-08-19T00:05:51,California,http://www.starwoodhotels.com/pub/media/1562/wes1562ex.68119_tn.jpg,,102053,50 Hillside Drive,93546,westin,"37.6489959,-118.985945"
5,Key West,(305) 294-4086,2010-08-20T10:37:17,2011-02-06T07:10:04,The Westin Key West Resort & Marina,(305) 294-4000,United States,,"[u'9', u'98', u'981', u'9819', u'9819f', u'9819f9', u'9819f9a', u'9819f9a7', u'9819f9a73', u'9819f9a734', u'9819f9a734e', u'9819f9a734eb', u'9819f9a734ebe']",,1780,2010-08-19T01:48:02,Florida,http://www.starwoodhotels.com/pub/media/1780/wes1780ex.78347_tn.jpg,,102054,245 Front Street,33040,westin,"24.558048,-81.807425"
4,"Koloa, Kauai",(808) 742-9777,2010-08-21T02:13:54,2011-02-26T09:45:35,Sheraton Kauai Resort,(808) 742-1661,United States,,"[u'8', u'82', u'82f', u'82fe', u'82fe4', u'82fe43', u'82fe43e', u'82fe43e6', u'82fe43e67', u'82fe43e670', u'82fe43e670a', u'82fe43e670a4', u'82fe43e670a47']",,379,2010-08-19T17:20:18,Hawaii,http://www.starwoodhotels.com/pub/media/379/she379ex.22895_tn.jpg,,102055,2440 Hoonani Road,96756,sheraton,"21.877346,-159.4623719"
7,Punta de Mita,(52)(329) 291 5801,2010-08-21T01:39:49,2011-02-25T16:45:20,The St. Regis Punta Mita Resort,(52)(329) 291 5800,Mexico,"Carretera Federal 200, km 19.5","[u'8', u'87', u'87b', u'87b2', u'87b2d', u'87b2d5', u'87b2d58', u'87b2d587', u'87b2d587b', u'87b2d587b6', u'87b2d587b6a', u'87b2d587b6aa', u'87b2d587b6aa0']",,1734,2010-08-19T16:46:11,Nayarit,http://www.starwoodhotels.com/pub/media/1734/str1734po.70298_tn.jpg,,102056,Lote H-4,63734,stregis,"20.7693,-105.5381"
3,Busan,(82)(51) 742 1313,2010-08-21T12:06:27,2011-01-25T23:04:12,"The Westin Chosun, Busan",(82)(51) 749 7000,South Korea,,"[u'd', u'db', u'db4', u'db47', u'db47f', u'db47fb', u'db47fbb', u'db47fbbf', u'db47fbbfc', u'db47fbbfca', u'db47fbbfca0', u'db47fbbfca08', u'db47fbbfca088']",,1063,2010-08-20T03:16:01,,http://www.starwoodhotels.com/pub/media/1063/wes1063ex.3844_tn.jpg,,102057,"P.O. Box 29, Haeundae, 737 Woo 1-Dong",612-600,westin,"35.15542,129.15253"
4,New Orleans,(504) 523-2910,2010-08-21T06:45:38,2011-01-19T06:02:55,W New Orleans - French Quarter,(504) 581-1200,United States,,"[u'8', u'8d', u'8dd', u'8ddd', u'8dddd', u'8dddd7', u'8dddd78', u'8dddd78d', u'8dddd78d5', u'8dddd78d5c', u'8dddd78d5c7', u'8dddd78d5c71', u'8dddd78d5c71b']",,97508,2010-08-19T21:55:06,Louisiana,http://www.starwoodhotels.com/pub/media/97508/who97508ag.82365_tn.jpg,,102058,316 Chartres Street,70130,whotels,"29.954619,-90.0663163"
1,Surabaya,(62)(31) 5467000,2010-08-20T22:11:18,2011-02-21T06:43:54,Sheraton Surabaya Hotel & Towers,(62)(31) 5468000,Indonesia,,"[u'7', u'7b', u'7b2', u'7b22', u'7b228', u'7b228c', u'7b228ce', u'7b228ce5', u'7b228ce58', u'7b228ce58b', u'7b228ce58b9', u'7b228ce58b90', u'7b228ce58b90a']",,164,2010-08-19T13:10:35,East Java,http://www.starwoodhotels.com/pub/media/164/she164ex.76532_tn.jpg,,104049,Jalan Embong Malang  25-31,60261,sheraton,"-7.259979,112.736638"
2,Richmond,(604) 214-0887,2010-08-20T08:57:04,2011-02-04T03:08:42,Four Points by Sheraton Vancouver Airport,(604) 214-0888,Canada,,"[u'a', u'a4', u'a46', u'a462', u'a462b', u'a462bf', u'a462bf0', u'a462bf02', u'a462bf026', u'a462bf0264', u'a462bf02649', u'a462bf02649c', u'a462bf02649c2']",,213,2010-08-19T00:07:52,British Columbia,http://www.starwoodhotels.com/pub/media/213/fpt213ex.75520_tn.jpg,,104050,8368 Alexandra Road,V6X 4A6,fourpoints,"49.1783482,-123.1311994"
3,Levis,(418) 830-0549,2010-08-20T08:59:04,2011-02-04T04:08:42,Four Points by Sheraton Lévis Convention Centre,(418) 838-0025,Canada,,"[u'b', u'b0', u'b05', u'b059', u'b0599', u'b05994', u'b059949', u'b059949b', u'b059949ba', u'b059949bae', u'b059949baef', u'b059949baef0', u'b059949baef01']",,1775,2010-08-19T00:09:52,Quebec,http://www.starwoodhotels.com/pub/media/1775/fpt1775ex.67647_tn.jpg,,104051,5800 Rue J. B. Michaud,G6V 0B3,fourpoints,"46.790729,-71.162987"
4,Nuremberg,(49)(911) 232 2444,2010-08-20T09:01:04,2011-02-04T05:08:42,Le Méridien Grand Hotel Nuremberg,(49)(911) 23220,Germany,,"[u'e', u'e0', u'e03', u'e03d', u'e03d7', u'e03d76', u'e03d760', u'e03d760b', u'e03d760b6', u'e03d760b66', u'e03d760b669', u'e03d760b6695', u'e03d760b6695a']",,1854,2010-08-19T00:11:52,,http://www.starwoodhotels.com/pub/media/1854/mer1854wn.48080_tn.jpg,,104052,Bahnhofstrasse 1-3,90402,lemeridien,"49.44767,11.0833"
4,Atlanta,(404) 582-5805,2010-08-21T10:18:09,2011-01-23T17:03:47,W Atlanta - Downtown,(404) 582-5800,United States,,"[u'9', u'9a', u'9a0', u'9a05', u'9a055', u'9a0555', u'9a05557', u'9a055573', u'9a0555736', u'9a05557362', u'9a055573628', u'9a0555736280', u'9a05557362800']",,1788,2010-08-20T01:27:39,Georgia,http://www.starwoodhotels.com/pub/media/1788/who1788lo.74694_tn.jpg,,104053,45 Ivan Allen Jr. Boulevard,30308,whotels,"33.7646784,-84.3887299"
4,Shenzhen,(86)(755) 8888 1233,2010-08-21T02:38:00,2011-02-26T21:45:47,"Sheraton Dameisha Resort, Shenzhen",(86)(755) 8888 6688,China,"Dameisha, Yantian","[u'd', u'd9', u'd90', u'd901', u'd9011', u'd90118', u'd901184', u'd9011849', u'd90118490', u'd901184901', u'd9011849017', u'd90118490179', u'd901184901795']",,1968,2010-08-19T17:44:22,Guangdong,http://www.starwoodhotels.com/pub/media/1968/she1968ex.55458_tn.jpg,,104054,9 Yankui Road,518083,sheraton,"22.59345,114.30789"
4,Sao Paulo,(55)(11) 3055 8001,2010-08-20T21:29:10,2011-02-20T08:43:25,Sheraton Sao Paulo WTC Hotel,(55)(11) 3055 8000,Brazil,Brooklin Novo,"[u'3', u'33', u'33f', u'33fc', u'33fc7', u'33fc78', u'33fc78e', u'33fc78e5', u'33fc78e5a', u'33fc78e5a0', u'33fc78e5a0b', u'33fc78e5a0bc', u'33fc78e5a0bc6']",,3438,2010-08-19T12:28:30,Sao Paulo,http://www.starwoodhotels.com/pub/media/3438/she3438ex.80013_tn.jpg,,104055,Nacoes Unidas Ave 12559,04578-903,sheraton,"-23.6074052,-46.6972471"
2,Shanghai,(86)(21) 2602 2338,2010-08-21T07:37:45,2011-01-20T08:03:08,"Four Points by Sheraton Shanghai, Daning",(86)(21) 2602 2222,China,,"[u'd', u'd9', u'd9b', u'd9b4', u'd9b4b', u'd9b4bc', u'd9b4bcc', u'd9b4bccc', u'd9b4bcccc', u'd9b4bcccc3', u'd9b4bcccc37', u'd9b4bcccc371', u'd9b4bcccc371c']",,1986,2010-08-19T22:47:12,Shanghai,http://www.starwoodhotels.com/pub/media/1986/fpt1986ex.49546_tn.jpg,,104056,1928 Gong He Xin Road,200072,fourpoints,"31.5817947,121.5231598"
5,Maui,(808) 661-5764,2010-08-21T01:41:49,2011-02-25T17:45:21,"The Westin Maui Resort & Spa, Ka'anapali",(808) 667-2525,United States,Lahaina,"[u'8', u'83', u'83a', u'83a2', u'83a2e', u'83a2e1', u'83a2e10', u'83a2e104', u'83a2e104c', u'83a2e104c9', u'83a2e104c98', u'83a2e104c98e', u'83a2e104c98e5']",,1028,2010-08-19T16:48:11,Hawaii,http://www.starwoodhotels.com/pub/media/1028/wes1028ex.15423_tn.jpg,,104057,2365 Kaanapali Parkway,96761,westin,"20.919806,-156.694844"
2,Plateau de Serpent,(253) 328888,2010-08-20T23:33:30,2011-02-22T23:44:24,Sheraton Djibouti Hotel,(253) 328000,Djibouti,,"[u'c', u'c3', u'c35', u'c354', u'c3546', u'c3546e', u'c3546ed', u'c3546ede', u'c3546ede1', u'c3546ede10', u'c3546ede10f', u'c3546ede10fe', u'c3546ede10fee']",,466,2010-08-19T14:33:50,,http://www.starwoodhotels.com/pub/media/466/she466ex.3605_tn.jpg,,104058,BP 1924,,sheraton,"11.588,43.145"
3,Philadelphia test,(215) 365-6035,2010-08-20T05:30:37,2011-01-30T18:07:39,Four Points by Sheraton Philadelphia Airport,(215) 492-0400,United States,,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4c', u'9ac4ca', u'9ac4caa', u'9ac4caa0', u'9ac4caa06', u'9ac4caa06d', u'9ac4caa06dc', u'9ac4caa06dcb', u'9ac4caa06dcb8']",,123,2010-08-18T20:38:31,Pennsylvania,http://www.starwoodhotels.com/pub/media/123/fpt123ex.62983_tn.jpg,,105036,4101A Island Avenue,19153,fourpoints,"39.8925114,-75.2304038"
3,Lakewood,(303) 969-0263,2010-08-20T09:03:05,2011-02-04T06:08:42,Sheraton Denver West Hotel,(303) 987-2000,United States,,"[u'8', u'8f', u'8f9', u'8f91', u'8f912', u'8f912f', u'8f912ff', u'8f912ff9', u'8f912ff91', u'8f912ff919', u'8f912ff9199', u'8f912ff9199e', u'8f912ff9199eb']",,883,2010-08-19T00:13:53,Colorado,http://www.starwoodhotels.com/pub/media/883/she883ex.81090_tn.jpg,,105037,360 Union Boulevard,80228,sheraton,"39.721539,-105.131811"
4,Cambridge,(617) 868-8322,2010-08-20T09:05:05,2011-02-04T07:08:42,Sheraton Commander Hotel,(617) 547-4800,United States,,"[u'9', u'9a', u'9af', u'9af1', u'9af13', u'9af134', u'9af1347', u'9af13472', u'9af134721', u'9af134721c', u'9af134721c5', u'9af134721c53', u'9af134721c53a']",,607,2010-08-19T00:15:53,Massachusetts,http://www.starwoodhotels.com/pub/media/607/she607ex.23478_tn.jpg,,105038,16 Garden Street,02138,sheraton,"42.377378,-71.123149"
4,Key West,(305) 294-6009,2010-08-21T03:18:07,2011-02-27T17:46:03,Sheraton Suites Key West,(305) 292-9800,United States,,"[u'9', u'98', u'981', u'9819', u'9819f', u'9819f9', u'9819f9c', u'9819f9cb', u'9819f9cb7', u'9819f9cb73', u'9819f9cb738', u'9819f9cb7383', u'9819f9cb73830']",,760,2010-08-19T18:25:28,Florida,http://www.starwoodhotels.com/pub/media/760/she760ex.71984_tn.jpg,,105039,2001 South Roosevelt Boulevard,33040,sheraton,"24.5526519,-81.7722469"
4,Seattle,(206) 264-6100,2010-08-20T09:07:05,2011-02-04T09:08:43,W Seattle,(206) 264-6000,United States,,"[u'a', u'a4', u'a44', u'a44b', u'a44b8', u'a44b8a', u'a44b8a2', u'a44b8a23', u'a44b8a237', u'a44b8a2373', u'a44b8a23731', u'a44b8a237317', u'a44b8a237317b']",,1154,2010-08-19T00:17:53,Washington,http://www.starwoodhotels.com/pub/media/1154/na1154ex1_tn.jpg,,105040,1112 4th Avenue,98101,whotels,"47.607384,-122.333633"
4,New York,(212) 229-1018,2010-08-20T09:09:06,2011-02-04T10:08:43,Four Points by Sheraton Manhattan SoHo Village,(212) 229-9988,United States,,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7b9', u'9ac7b9f', u'9ac7b9f5', u'9ac7b9f56', u'9ac7b9f561', u'9ac7b9f561e', u'9ac7b9f561ec', u'9ac7b9f561ecd']",,1537,2010-08-19T00:19:53,New York,http://www.starwoodhotels.com/pub/media/1537/fpt1537ex.64447_tn.jpg,,105041,66 Charlton Street,10014,fourpoints,"40.7271626,-74.0060747"
4,Cologne,(49)(221) 2024444,2010-08-20T06:30:46,2011-02-01T01:07:52,Dom Hotel,(49)(221) 20240,Germany,,"[u'e', u'e0', u'e09', u'e090', u'e0907', u'e0907f', u'e0907f0', u'e0907f0c', u'e0907f0cb', u'e0907f0cb6', u'e0907f0cb6b', u'e0907f0cb6b4', u'e0907f0cb6b4f']",,1855,2010-08-18T21:38:41,,http://www.starwoodhotels.com/pub/media/1855/mer1855wn.48038_tn.jpg,,105042,Domkloster 2a,50667,lemeridien,"50.9404804,6.9565521"
5,Tixkokob,(52) (999) 924 1534,2010-08-21T01:45:50,2011-02-25T19:45:23,Hacienda San Jose,(52)(999) 924 1333,Mexico,Tixkokob-Tekanto,"[u'9', u'92', u'92a', u'92a2', u'92a2b', u'92a2b6', u'92a2b6f', u'92a2b6f9', u'92a2b6f98', u'92a2b6f98d', u'92a2b6f98d1', u'92a2b6f98d16', u'92a2b6f98d16f']",,1377,2010-08-19T16:52:12,Yucatan,http://www.starwoodhotels.com/pub/media/1377/lux1377po.91276_tn.jpg,,105043,KM 30 Carretera,97470,luxury,"21.0021037,-89.40007"
4,Phuket,(66)(76) 324 108,2010-08-20T23:13:27,2011-02-22T13:44:16,"Sheraton Grande Laguna, Phuket",(66)(76) 324 101,Thailand,"Tambol Cherng Talay, Talang","[u'd', u'd0', u'd09', u'd09b', u'd09b7', u'd09b7e', u'd09b7ed', u'd09b7ed8', u'd09b7ed86', u'd09b7ed86b', u'd09b7ed86ba', u'd09b7ed86ba0', u'd09b7ed86ba05']",,489,2010-08-19T14:13:46,,http://www.starwoodhotels.com/pub/media/489/lux489ex.45428_tn.jpg,,105044,"10 Moo 4, Srisoonthorn Road",83110,luxury,"8.0707888,98.3307468"
3,Anaheim,(714) 971-3626,2010-08-21T10:30:10,2011-01-23T23:03:49,Sheraton Park Hotel at the Anaheim Resort,(714) 750-1811,United States,,"[u'8', u'8e', u'8e5', u'8e50', u'8e500', u'8e5006', u'8e50061', u'8e50061c', u'8e50061c8', u'8e50061c82', u'8e50061c827', u'8e50061c8273', u'8e50061c8273e']",,1569,2010-08-20T01:39:41,California,http://www.starwoodhotels.com/pub/media/1569/she1569ex.33668_tn.jpg,,105045,1855 South Harbor Boulevard,92802,sheraton,"33.801046,-117.91597"
4,Istanbul,(90)(212) 2850951,2010-08-20T09:11:06,2011-02-04T11:08:43,Sheraton Istanbul Maslak Hotel,(90)(212) 3359999,Turkey,,"[u'c', u'cb', u'cb9', u'cb98', u'cb986', u'cb986c', u'cb986c8', u'cb986c86', u'cb986c868', u'cb986c868e', u'cb986c868e1', u'cb986c868e12', u'cb986c868e120']",,3083,2010-08-19T00:21:53,,http://www.starwoodhotels.com/pub/media/3083/she3083ex.59515_tn.jpg,,105046,"Buyukdere Caddesi, 233",,sheraton,"41.0715426,29.0156659"
3,Philadelphia,(215) 220-4626,2010-08-20T09:13:06,2011-02-04T12:08:43,Sheraton Suites Philadelphia Airport,(215) 365-6600,United States,,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4c', u'9ac4ca', u'9ac4ca8', u'9ac4ca8a', u'9ac4ca8ac', u'9ac4ca8aca', u'9ac4ca8aca0', u'9ac4ca8aca01', u'9ac4ca8aca01b']",,1047,2010-08-19T00:23:53,Pennsylvania,http://www.starwoodhotels.com/pub/media/1047/she1047ex.62114_tn.jpg,,105047,4101 B Island Avenue,19153,sheraton,"39.8905096,-75.2315997"
2,Madison,(608) 251-1189,2010-08-20T09:15:06,2011-02-04T13:08:43,Sheraton Madison Hotel,(608) 251-2300,United States,,"[u'9', u'9a', u'9aa', u'9aa2', u'9aa21', u'9aa21f', u'9aa21f8', u'9aa21f81', u'9aa21f81f', u'9aa21f81fc', u'9aa21f81fc4', u'9aa21f81fc42', u'9aa21f81fc42a']",,759,2010-08-19T00:25:54,Wisconsin,http://www.starwoodhotels.com/pub/media/759/na759ex1_tn.jpg,,107044,706 John Nolen Drive,53713,sheraton,"43.0468582,-89.3742934"
3,Bologna,(39)(051) 6415140,2010-08-20T06:04:42,2011-01-31T12:07:48,Sheraton Bologna Hotel & Conference Center,(39)(051) 400056,Italy,,"[u'c', u'ca', u'cae', u'caea', u'caea2', u'caea22', u'caea223', u'caea2234', u'caea2234f', u'caea2234fa', u'caea2234fa5', u'caea2234fa50', u'caea2234fa506']",,310,2010-08-18T21:12:36,,http://www.starwoodhotels.com/pub/media/310/she310ex.10759_tn.jpg,,107045,Via dell'Aeroporto 34/36,40132,sheraton,"44.5301663,11.2873517"
4,Atlanta,(404) 589-7424,2010-08-21T10:14:09,2011-01-23T15:03:46,"The Westin Peachtree Plaza, Atlanta",(404) 659-1400,United States,,"[u'9', u'9a', u'9a0', u'9a05', u'9a055', u'9a0555', u'9a05555', u'9a05555b', u'9a05555b6', u'9a05555b61', u'9a05555b613', u'9a05555b613d', u'9a05555b613d5']",,1023,2010-08-20T01:23:38,Georgia,http://www.starwoodhotels.com/pub/media/1023/na1023ex3_tn.jpg,,107046,210 Peachtree St,30303,westin,"33.758991,-84.388218"
4,Reston,(703) 391-9115,2010-08-20T09:17:06,2011-02-04T14:08:43,The Westin Reston Heights,(703) 391-9000,United States,,"[u'9', u'9a', u'9a6', u'9a6a', u'9a6a7', u'9a6a7d', u'9a6a7d7', u'9a6a7d76', u'9a6a7d763', u'9a6a7d763d', u'9a6a7d763d4', u'9a6a7d763d43', u'9a6a7d763d43c']",,1752,2010-08-19T00:27:54,Virginia,http://www.starwoodhotels.com/pub/media/1752/wes1752ex.61594_tn.jpg,,107047,11750 Sunrise Valley Drive,20191,westin,"38.950328,-77.352126"
4,Podstrana - Split,(385)(21) 500705,2010-08-20T09:19:07,2011-02-04T15:08:44,"Le Méridien Lav, Split",(385)(21) 500500,Croatia,,"[u'c', u'ca', u'cae', u'cae7', u'cae7f', u'cae7f2', u'cae7f29', u'cae7f291', u'cae7f2912', u'cae7f29121', u'cae7f291215', u'cae7f291215b', u'cae7f291215b2']",,1956,2010-08-19T00:29:54,,http://www.starwoodhotels.com/pub/media/1956/mer1956po.40408_tn.jpg,,107048,"Grljevacka, 2A",21312,lemeridien,"43.48461,16.55153"
